timestamp,f1,f2,t1,h1,t2,h2,t3,h4,af,t4,wm,t5,h3
1593599209,1,1,22.4,65,24.8,74,25.2,68,3.5,88.6,120,38.74,101.51
1593599212,1,1,22.4,65,24.8,74,25.2,68,3.55,88.6,120,39.78,101.51
1593599214,1,1,22.4,65,24.8,74,25.2,68,3.45,88.6,120,38.74,101.51
1593599216,1,1,22.4,65,24.8,75,25.2,68,3.01,88.6,120,38.74,101.51
1593599218,1,1,22.4,65,24.8,74,25.2,68,3.45,88.6,120,39.26,101.51
1593599220,1,1,22.4,65,24.8,75,25.2,68,3.45,88.6,120,38.74,101.51
1593599222,1,1,22.4,65,24.8,75,25.2,68,3.09,88.6,120,40.32,101.51
1593599224,1,1,22.4,65,24.8,75,25.2,68,3.36,88.6,120,40.32,101.51
1593599227,1,1,22.4,65,24.8,75,25.2,68,3.27,88.6,120,40.32,100.66
1593599229,1,1,22.4,65,24.8,75,25.2,68,3.09,88.6,120,38.74,100.66
1593599231,1,1,22.4,65,24.8,75,25.2,68,3.55,91.71,120,40.87,100.66
1593599233,1,1,22.5,66,24.8,75,25.2,68,3.27,99.05,120,40.32,100.66
1593599235,1,1,22.5,66,24.8,75,25.2,68,3.22,95.17,120,39.26,100.66
1593599237,1,1,22.5,66,24.8,75,25.2,68,3.59,198.87,120,38.74,100.66
1593599239,1,1,22.5,66,24.8,75,25.3,68,3.69,99.05,0,38.23,100.66
1593599242,1,1,22.5,66,24.8,75,25.2,68,3.17,88.6,0,38.23,99.82
1593599244,1,1,22.5,66,24.8,75,25.2,68,3.04,88.6,120,39.78,100.66
1593599246,1,1,22.5,66,24.8,75,25.2,68,2.96,88.6,120,38.74,100.66
1593599248,1,1,22.5,66,24.8,75,25.2,68,3.22,88.6,120,40.32,99.82
1593599250,1,1,22.5,66,24.8,75,25.2,68,2.88,88.6,120,38.74,99.82
1593599252,1,1,22.6,65,24.8,75,25.2,68,3.35,95.17,120,39.78,100.66
1593599254,1,1,22.6,65,24.8,75,25.2,68,3.08,95.17,120,39.78,99.82
1593599257,1,1,22.5,65,24.8,75,25.2,68,3.54,103.47,120,39.78,100.66
1593599259,1,1,22.6,65,24.8,75,25.2,68,3.44,88.6,0,38.23,98.97
1593599261,1,1,22.6,65,24.8,75,25.2,68,3.17,88.6,120,39.26,99.82
1593599263,1,1,22.6,65,24.8,75,25.2,68,3.35,88.6,120,39.78,99.82
1593599265,1,1,22.6,65,24.8,75,25.2,68,3.17,88.6,120,39.78,99.82
1593599267,1,1,22.6,65,24.8,74,25.2,68,3.17,88.6,120,38.74,99.82
1593599269,1,1,22.6,65,24.8,74,25.2,68,3.31,88.6,120,39.78,99.82
1593599272,1,1,22.6,65,24.8,74,25.2,67,3.22,121.97,120,38.74,99.82
1593599274,1,1,22.6,65,24.8,74,25.2,67,3.4,91.71,0,37.73,98.97
1593599276,1,1,22.5,65,24.8,74,25.2,67,3.69,114.62,0,39.26,98.97
1593599278,1,1,22.6,65,24.8,74,25.2,67,3.31,88.6,0,39.26,98.97
1593599280,1,1,22.5,65,24.8,74,25.2,67,2.92,88.6,120,39.78,98.97
1593599282,1,1,22.5,65,24.8,74,25.2,67,3.64,88.6,120,39.26,98.97
1593599284,1,1,22.5,65,24.8,74,25.2,67,3.27,88.6,120,39.26,98.97
1593599286,1,1,22.5,65,24.8,74,25.2,67,3.18,131.29,120,39.26,98.97
1593599289,1,1,22.5,65,24.8,74,25.3,67,3.22,88.6,0,38.74,98.97
1593599291,1,1,22.5,65,24.8,74,25.2,67,3.36,88.6,120,37.73,98.97
1593599293,1,1,22.5,65,24.8,74,25.2,67,2.84,91.71,120,37.73,98.97
1593599295,1,1,22.5,65,24.8,74,25.2,67,3.36,91.71,120,37.73,98.97
1593599297,1,1,22.5,65,24.8,74,25.2,67,3.18,85.78,120,37.25,98.97
1593599299,1,1,22.5,65,24.8,74,25.2,67,3.18,85.78,120,38.23,98.13
1593599301,1,1,22.5,65,24.8,74,25.2,67,3.27,88.6,120,38.74,98.13
1593599304,1,1,22.5,65,24.8,73,25.2,67,3.55,85.78,120,38.74,98.13
1593599306,1,1,22.5,65,24.8,74,25.2,67,3.18,85.78,120,39.26,98.13
1593599308,1,1,22.4,65,24.8,74,25.2,66,2.92,85.78,120,38.74,98.13
1593599310,1,1,22.5,65,24.8,73,25.2,67,2.92,88.6,120,39.26,98.13
1593599312,1,1,22.4,65,24.8,74,25.2,67,3.18,85.78,120,38.74,98.13
1593599314,1,1,22.4,65,24.8,74,25.2,67,3.36,88.6,120,38.74,98.13
1593599316,1,1,22.4,65,24.8,74,25.2,67,3.09,85.78,120,37.73,98.13
1593599319,1,1,22.5,65,24.8,74,25.2,67,3.36,85.78,120,37.73,98.13
1593599321,1,1,22.5,65,24.8,74,25.2,67,3.36,85.78,120,38.23,98.13
1593599323,1,1,22.5,65,24.8,74,25.2,67,3.13,85.78,120,38.74,98.13
1593599325,1,1,22.5,65,24.8,74,25.2,67,3.31,103.47,120,38.74,98.97
1593599327,1,1,22.5,65,24.8,74,25.2,67,3.22,88.6,0,37.25,97.29
1593599330,1,1,22.5,65,24.8,74,25.2,67,3.36,85.78,120,38.23,97.29
1593599331,1,1,22.5,65,24.8,74,25.2,67,3.18,85.78,120,38.23,97.29
1593599334,1,1,22.5,65,24.8,74,25.2,67,3.01,88.6,120,38.23,97.29
1593599336,1,1,22.5,65,24.8,74,25.2,67,3.45,85.78,120,38.74,97.29
1593599338,1,1,22.5,65,24.8,74,25.2,67,3.36,85.78,120,39.26,97.29
1593599340,1,1,22.5,65,24.8,74,25.2,67,3.13,85.78,120,37.73,97.29
1593599342,1,1,22.5,65,24.8,74,25.2,67,3.4,85.78,120,39.26,97.29
1593599344,1,1,22.6,65,24.8,74,25.2,67,3.4,85.78,120,37.73,97.29
1593599346,1,1,22.6,65,24.8,74,25.2,67,3.44,85.78,120,37.73,97.29
1593599349,1,1,22.6,66,24.8,74,25.2,67,3.22,85.78,120,38.74,97.29
1593599351,1,1,22.6,65,24.8,74,25.2,67,3.59,88.6,120,38.74,97.29
1593599353,1,1,22.6,65,24.8,74,25.2,67,2.96,88.6,120,39.26,97.29
1593599355,1,1,22.6,65,24.8,74,25.2,67,3.4,88.6,120,38.23,97.29
1593599357,1,1,22.6,65,24.8,74,25.2,67,3.4,88.6,120,39.26,96.44
1593599359,1,1,22.6,65,24.8,74,25.2,67,3.13,88.6,120,38.23,96.44
1593599361,1,1,22.6,65,24.8,74,25.2,67,3.04,88.6,120,39.26,96.44
1593599364,1,1,22.5,65,24.8,74,25.2,67,3.13,88.6,120,38.74,96.44
1593599366,1,1,22.5,65,24.8,74,25.2,67,2.76,85.78,120,39.26,96.44
1593599368,1,1,22.5,65,24.8,74,25.2,67,3.18,88.6,120,38.23,96.44
1593599370,1,1,22.5,65,24.8,74,25.2,67,3.27,108.58,120,39.26,96.44
1593599372,1,1,22.5,65,24.8,74,25.2,67,2.96,88.6,0,38.74,95.6
1593599374,1,1,22.4,65,24.8,74,25.2,67,3.09,85.78,120,39.26,96.44
1593599376,1,1,22.4,65,24.8,74,25.2,67,3.45,88.6,120,40.32,96.44
1593599379,1,1,22.4,65,24.8,74,25.2,67,3.6,88.6,120,38.74,96.44
1593599381,1,1,22.4,65,24.8,74,25.2,67,3.41,88.6,120,39.78,96.44
1593599383,1,1,22.4,65,24.8,74,25.2,67,3.41,91.71,120,38.74,96.44
1593599385,1,1,22.4,65,24.8,74,25.2,67,2.97,88.6,120,39.78,96.44
1593599387,1,1,22.4,65,24.8,74,25.2,67,2.92,88.6,120,39.26,95.6
1593599389,1,1,22.4,65,24.8,74,25.2,67,3.36,88.6,120,39.26,95.6
1593599391,1,1,22.5,65,24.8,74,25.2,67,3.13,88.6,120,38.74,95.6
1593599394,1,1,22.5,65,24.8,74,25.2,67,3.44,85.78,120,38.74,95.6
1593599396,1,1,22.5,65,24.8,74,25.2,67,2.96,88.6,120,39.78,95.6
1593599398,1,1,22.5,65,24.8,74,25.2,67,3.4,88.6,120,39.78,95.6
1593599400,1,1,22.5,65,24.8,74,25.2,67,2.96,88.6,120,40.32,95.6
1593599402,1,1,22.5,65,24.8,74,25.2,68,3.13,108.58,120,38.74,96.44
1593599404,1,1,22.5,65,24.8,74,25.2,67,3.17,88.6,0,38.23,94.75
1593599406,1,1,22.5,65,24.8,74,25.2,68,3.22,88.6,120,38.74,95.6
1593599409,1,1,22.5,65,24.8,74,25.2,68,3.13,88.6,120,39.26,95.6
1593599411,1,1,22.6,65,24.7,74,25.2,67,3.22,88.6,120,39.26,95.6
1593599413,1,1,22.6,65,24.8,74,25.2,67,3.35,88.6,120,39.26,95.6
1593599415,1,1,22.6,65,24.8,74,25.2,67,3.54,114.62,120,39.26,94.75
1593599417,1,1,22.6,65,24.8,74,25.3,67,3.63,88.6,0,38.23,94.75
1593599419,1,1,22.6,65,24.7,74,25.2,67,3.31,88.6,120,40.32,94.75
1593599421,1,1,22.6,65,24.8,74,25.2,67,2.96,88.6,120,39.26,95.6
1593599424,1,1,22.6,65,24.7,74,25.2,67,3.22,88.6,120,39.78,94.75
1593599426,1,1,22.6,65,24.8,74,25.2,67,3.22,99.05,120,39.26,94.75
1593599428,1,1,22.6,65,24.8,74,25.2,67,2.92,88.6,120,39.26,94.75
1593599430,1,1,22.6,65,24.8,74,25.2,67,3.36,88.6,120,38.74,94.75
1593599432,1,1,22.6,65,24.8,74,25.2,67,3.18,88.6,120,39.26,94.75
1593599434,1,1,22.6,65,24.8,74,25.2,67,3.27,88.6,120,39.78,94.75
1593599436,1,1,22.5,65,24.8,74,25.2,67,3.74,88.6,120,39.78,94.75
1593599439,1,1,22.5,65,24.7,74,25.2,67,3.45,88.6,120,38.74,94.75
1593599441,1,1,22.5,65,24.8,74,25.2,67,3.32,88.6,120,39.78,94.75
1593599443,1,1,22.5,65,24.8,74,25.2,67,3.41,88.6,120,39.26,93.91
1593599445,1,1,22.4,65,24.8,74,25.2,67,3.23,88.6,120,39.78,93.91
1593599447,1,1,22.4,65,24.8,74,25.2,67,3.41,88.6,120,39.26,93.91
1593599449,1,1,22.4,65,24.8,74,25.2,67,3.6,88.6,120,38.23,93.91
1593599451,1,1,22.4,65,24.8,74,25.2,67,3.6,88.6,120,39.78,93.91
1593599453,1,1,22.4,65,24.8,74,25.2,67,3.23,88.6,120,38.74,93.91
1593599456,1,1,22.4,65,24.8,74,25.2,67,3.27,88.6,120,39.26,93.91
1593599458,1,1,22.4,65,24.7,74,25.2,67,3.18,88.6,120,39.78,93.91
1593599460,1,1,22.4,65,24.8,74,25.2,68,3.09,88.6,120,38.74,93.91
1593599462,1,1,22.4,65,24.8,74,25.2,68,3.64,88.6,120,39.78,93.91
1593599470,1,1,22.4,65,24.8,74,25.2,68,3.45,88.6,120,39.78,93.91
1593599472,1,1,22.4,65,24.8,74,25.2,67,3.09,88.6,120,39.78,93.91
